Testing
Get agent
model parameters: 
4056849
Setup GPU mode
Testing loop
         28797622 function calls (26579340 primitive calls) in 100.828 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1714    0.003    0.000    0.009    0.000 serialization.py:105(validate_cuda_device)
     9576    0.005    0.000    0.009    0.000 syncdetect.py:32(_declare_synchronize)
        1    0.000    0.000    0.009    0.009 asyncio.py:9(<module>)
      237    0.002    0.000    0.009    0.000 activation.py:873(__init__)
        2    0.000    0.000    0.009    0.005 _signatures.py:659(create_signature_registry)
        1    0.000    0.000    0.009    0.009 optimize.py:20(<module>)
    13860    0.009    0.000    0.009    0.000 {built-in method _struct.unpack_from}
     3301    0.006    0.000    0.009    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       37    0.000    0.000    0.009    0.000 delayed.py:198(tokenize)
       37    0.000    0.000    0.009    0.000 base.py:779(tokenize)
        1    0.000    0.000    0.009    0.009 Image.py:27(<module>)
     2168    0.001    0.000    0.009    0.000 tokenize.py:147(_compile)
     1973    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
     5517    0.003    0.000    0.009    0.000 enum.py:289(__call__)
      111    0.004    0.000    0.009    0.000 __init__.py:316(namedtuple)
        1    0.000    0.000    0.009    0.009 ridges.py:9(<module>)
     2160    0.006    0.000    0.009    0.000 inspect.py:2750(__init__)
     9424    0.006    0.000    0.009    0.000 numerictypes.py:286(issubclass_)
     2143    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
       74    0.000    0.000    0.009    0.000 utils.py:508(__call__)
     3415    0.004    0.000    0.008    0.000 __init__.py:251(__enter__)
       37    0.000    0.000    0.008    0.000 base.py:835(normalize_object)
       37    0.000    0.000    0.008    0.000 base.py:847(normalize_function)
     1714    0.003    0.000    0.008    0.000 __init__.py:475(_lazy_new)
       37    0.000    0.000    0.008    0.000 base.py:863(_normalize_function)
    12041    0.008    0.000    0.008    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.008    0.008 overrides.py:1(<module>)
      580    0.000    0.000    0.008    0.000 _signatures.py:665(<genexpr>)
    12046    0.006    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
        3    0.000    0.000    0.008    0.003 __init__.py:6(<module>)
        1    0.000    0.000    0.008    0.008 minimize_trustregion_constr.py:1(<module>)
      310    0.000    0.000    0.008    0.000 _signatures.py:622(expand_sig)
        1    0.000    0.000    0.008    0.008 platform.py:10(<module>)
        3    0.000    0.000    0.008    0.003 __init__.py:15(<module>)
     7469    0.008    0.000    0.008    0.000 {built-in method __new__ of type object at 0x56068e037240}
       13    0.000    0.000    0.008    0.001 cloudpickle_fast.py:90(dumps)
        1    0.000    0.000    0.008    0.008 lines.py:4(<module>)
       13    0.000    0.000    0.008    0.001 cloudpickle_fast.py:561(dump)
       13    0.000    0.000    0.008    0.001 pickle.py:426(dump)
  1053/13    0.001    0.000    0.008    0.001 pickle.py:485(save)
    65/13    0.000    0.000    0.008    0.001 cloudpickle_fast.py:733(save_function)
      471    0.007    0.000    0.008    0.000 sre_compile.py:276(_optimize_charset)
26685/26681    0.007    0.000    0.008    0.000 {method 'join' of 'str' objects}
     8368    0.008    0.000    0.008    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.008    0.008 _numdiff.py:1(<module>)
     1722    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       13    0.000    0.000    0.007    0.001 cloudpickle_fast.py:676(_save_reduce_pickle5)
      912    0.007    0.000    0.007    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.007    0.007 index_tricks.py:1(<module>)
       70    0.001    0.000    0.007    0.000 __init__.py:1373(_preprocess_data)
        1    0.000    0.000    0.007    0.007 __init__.py:109(<module>)
        1    0.000    0.000    0.007    0.007 _sketches.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _base.py:1(<module>)
     1702    0.006    0.000    0.007    0.000 PngImagePlugin.py:344(__init__)
    11011    0.007    0.000    0.007    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.007    0.007 __init__.py:219(<module>)
        1    0.000    0.000    0.007    0.007 __init__.py:39(<module>)
        1    0.000    0.000    0.007    0.007 pyparsing.py:6398(pyparsing_common)
        3    0.000    0.000    0.007    0.002 _solve.py:1(<module>)
        1    0.000    0.000    0.007    0.007 textpath.py:1(<module>)
        1    0.000    0.000    0.007    0.007 artist.py:1(<module>)
        1    0.000    0.000    0.007    0.007 numeric.py:1(<module>)
     2280    0.007    0.000    0.007    0.000 {method 'argsort' of 'numpy.ndarray' objects}
     3404    0.003    0.000    0.007    0.000 PngImagePlugin.py:137(_crc32)
        1    0.000    0.000    0.007    0.007 windows.py:1(<module>)
        1    0.000    0.000    0.007    0.007 agent.py:45(setup_optimizer)
        1    0.000    0.000    0.007    0.007 adam.py:30(__init__)
        1    0.000    0.000    0.007    0.007 optimizer.py:32(__init__)
        1    0.000    0.000    0.007    0.007 cm.py:16(<module>)
     1701    0.002    0.000    0.007    0.000 __init__.py:375(current_device)
        1    0.000    0.000    0.007    0.007 __init__.py:124(<module>)
   208/39    0.000    0.000    0.007    0.000 pickle.py:761(save_tuple)
        1    0.007    0.007    0.007    0.007 {built-in method mkl._py_mkl_service.get_version}
     1434    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
        1    0.000    0.000    0.006    0.006 _pickle.py:1(<module>)
        3    0.000    0.000    0.006    0.002 misc.py:1(<module>)
        1    0.000    0.000    0.006    0.006 patches.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _constraints.py:1(<module>)
        1    0.000    0.000    0.006    0.006 widgets.py:10(<module>)
      502    0.006    0.000    0.006    0.000 init.py:202(_calculate_fan_in_and_fan_out)
     1362    0.003    0.000    0.006    0.000 functools.py:37(update_wrapper)
      310    0.000    0.000    0.006    0.000 _signatures.py:615(signature_or_spec)
       20    0.006    0.000    0.006    0.000 {method 'load' of 'cupy.cuda.function.Module' objects}
        1    0.000    0.000    0.006    0.006 __init__.py:89(<module>)
      229    0.001    0.000    0.006    0.000 sre_compile.py:536(_compile_info)
        2    0.000    0.000    0.006    0.003 conv.py:2(<module>)
     8536    0.004    0.000    0.006    0.000 __init__.py:139(is_initialized)
    39/37    0.000    0.000    0.006    0.000 functoolz.py:880(has_keywords)
        1    0.000    0.000    0.006    0.006 agent.py:42(count_parameters)
        1    0.002    0.002    0.006    0.006 {built-in method torch._C._initExtension}
      912    0.003    0.000    0.006    0.000 linalg.py:135(_commonType)
     2813    0.002    0.000    0.006    0.000 {built-in method builtins.any}
     1130    0.001    0.000    0.006    0.000 agent.py:43(<genexpr>)
        4    0.000    0.000    0.006    0.001 platform.py:1061(system)
        4    0.000    0.000    0.006    0.001 platform.py:923(uname)
    20412    0.006    0.000    0.006    0.000 lane_detection.py:37(<genexpr>)
     1701    0.005    0.000    0.006    0.000 test_PINet.py:328(eliminate_fewer_points)
     3415    0.003    0.000    0.006    0.000 __init__.py:1356(debug)
        1    0.000    0.000    0.006    0.006 platform.py:780(_syscmd_uname)
     2736    0.006    0.000    0.006    0.000 {method 'reshape' of 'cupy.core.core.ndarray' objects}
       16    0.000    0.000    0.006    0.000 _distn_infrastructure.py:2979(_construct_docstrings)
     1702    0.006    0.000    0.006    0.000 Image.py:530(__init__)
        1    0.000    0.000    0.005    0.005 cm.py:53(_gen_cmap_registry)
   104/26    0.000    0.000    0.005    0.000 pickle.py:567(save_reduce)
       27    0.000    0.000    0.005    0.000 pyparsing.py:3294(__init__)
    17556    0.005    0.000    0.005    0.000 {method 'split' of 'str' objects}
     1702    0.005    0.000    0.005    0.000 PngImagePlugin.py:423(chunk_IDAT)
15856/2428    0.005    0.000    0.005    0.000 module.py:1000(named_modules)
     2485    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
        1    0.000    0.000    0.005    0.005 axis.py:3(<module>)
      160    0.001    0.000    0.005    0.000 container.py:47(__init__)
     1446    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:318(__exit__)
        1    0.000    0.000    0.005    0.005 __init__.py:10(<module>)
     3404    0.004    0.000    0.005    0.000 Image.py:804(load)
     2736    0.001    0.000    0.005    0.000 from_data.py:44(asarray)
        4    0.000    0.000    0.005    0.001 base.py:1(<module>)
        1    0.000    0.000    0.005    0.005 threaded.py:5(<module>)
     3301    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:78(acquire)
       16    0.000    0.000    0.005    0.000 conv.py:757(__init__)
        1    0.000    0.000    0.005    0.005 base_events.py:14(<module>)
      195    0.000    0.000    0.005    0.000 batchnorm.py:48(reset_parameters)
     5116    0.004    0.000    0.005    0.000 {built-in method torch._C._cuda_getDevice}
     1129    0.002    0.000    0.005    0.000 module.py:136(register_parameter)
      127    0.001    0.000    0.005    0.000 inspect.py:1089(getfullargspec)
    11925    0.005    0.000    0.005    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.005    0.005 mathtext.py:16(<module>)
        2    0.000    0.000    0.005    0.002 shape_base.py:1(<module>)
     1702    0.002    0.000    0.005    0.000 Image.py:347(preinit)
        1    0.000    0.000    0.005    0.005 font_manager.py:14(<module>)
       81    0.000    0.000    0.005    0.000 docstring.py:77(dedent_interpd)
       78    0.005    0.000    0.005    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.005    0.005 __init__.py:45(<module>)
        1    0.000    0.000    0.005    0.005 py3k.py:12(<module>)
        1    0.000    0.000    0.005    0.005 os.py:980(popen)
        1    0.000    0.000    0.005    0.005 agent.py:366(evaluate_mode)
   1213/1    0.001    0.000    0.005    0.005 module.py:1038(train)
        1    0.000    0.000    0.005    0.005 module.py:1058(eval)
    52894    0.005    0.000    0.005    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.005    0.005 reader.py:18(<module>)
      700    0.001    0.000    0.005    0.000 colors.py:161(to_rgba)
        1    0.000    0.000    0.005    0.005 parser.py:5(<module>)
        1    0.000    0.000    0.005    0.005 reader.py:45(Reader)
     1199    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
       27    0.002    0.000    0.005    0.000 enum.py:140(__new__)
        1    0.000    0.000    0.005    0.005 subprocess.py:681(__init__)
       32    0.001    0.000    0.005    0.000 colors.py:776(from_list)
        1    0.000    0.000    0.005    0.005 subprocess.py:1412(_execute_child)
       13    0.000    0.000    0.005    0.000 enum.py:638(_convert)
       17    0.000    0.000    0.005    0.000 rcsetup.py:928(validate_cycler)
        2    0.000    0.000    0.004    0.002 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:67(<module>)
        1    0.000    0.000    0.004    0.004 _linprog.py:16(<module>)
        1    0.000    0.000    0.004    0.004 feedparser.py:20(<module>)
      169    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
        1    0.000    0.000    0.004    0.004 subprocess.py:42(<module>)
     9839    0.003    0.000    0.004    0.000 sre_parse.py:164(__getitem__)
        1    0.000    0.000    0.004    0.004 _basic.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _root.py:7(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:26(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:164(<module>)
     1702    0.003    0.000    0.004    0.000 base64.py:34(_bytes_from_decode_data)
     4850    0.001    0.000    0.004    0.000 module.py:944(children)
     3301    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.004    0.004 thresholding.py:1(<module>)
     1434    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
        1    0.000    0.000    0.004    0.004 ssl.py:91(<module>)
     1722    0.003    0.000    0.004    0.000 {method 'sort' of 'list' objects}
       36    0.000    0.000    0.004    0.000 __init__.py:1338(_add_data_doc)
       17    0.000    0.000    0.004    0.000 enum.py:394(_create_)
        1    0.000    0.000    0.004    0.004 _runtime.py:1(<module>)
     1714    0.004    0.000    0.004    0.000 {method 'set_' of 'torch._C._TensorBase' objects}
     7976    0.002    0.000    0.004    0.000 sre_parse.py:254(get)
      251    0.000    0.000    0.004    0.000 init.py:273(_calculate_correct_fan)
        1    0.000    0.000    0.004    0.004 category.py:11(<module>)
     9576    0.004    0.000    0.004    0.000 syncdetect.py:23(_is_allowed)
      428    0.000    0.000    0.004    0.000 rcsetup.py:360(validate_color)
     3432    0.002    0.000    0.004    0.000 __init__.py:64(is_available)
     1702    0.003    0.000    0.004    0.000 Image.py:275(_conv_type_shape)
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _ops.py:1(<module>)
      169    0.004    0.000    0.004    0.000 {built-in method posix.listdir}
     4281    0.004    0.000    0.004    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.004    0.004 resolver.py:2(<module>)
     1824    0.002    0.000    0.004    0.000 linalg.py:107(_makearray)
     4560    0.004    0.000    0.004    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.004    0.004 quantize.py:1(<module>)
     8208    0.004    0.000    0.004    0.000 {method 'replace' of 'str' objects}
     1579    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:151(__exit__)
      624    0.001    0.000    0.004    0.000 inspect.py:2038(p)
     3404    0.003    0.000    0.003    0.000 {built-in method zlib.crc32}
        1    0.000    0.000    0.003    0.003 _multivariate.py:4(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:41(<module>)
      169    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
        1    0.000    0.000    0.003    0.003 context.py:1(<module>)
       32    0.000    0.000    0.003    0.000 doccer.py:222(decorate)
     1199    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
     1702    0.003    0.000    0.003    0.000 {built-in method PIL._imaging.zip_decoder}
        1    0.000    0.000    0.003    0.003 orb.py:1(<module>)
      426    0.000    0.000    0.003    0.000 colors.py:129(is_color_like)
 1743/490    0.003    0.000    0.003    0.000 sre_parse.py:174(getwidth)
