Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
         2474516 function calls (2417946 primitive calls) in 42.388 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       32    0.001    0.000    0.005    0.000 colors.py:776(from_list)
        1    0.000    0.000    0.005    0.005 subprocess.py:1412(_execute_child)
        1    0.000    0.000    0.005    0.005 feedparser.py:20(<module>)
        1    0.000    0.000    0.005    0.005 font_manager.py:14(<module>)
    52894    0.005    0.000    0.005    0.000 {method 'lstrip' of 'str' objects}
     3300    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:103(release)
      615    0.004    0.000    0.004    0.000 {built-in method PIL._imaging.new}
       17    0.000    0.000    0.004    0.000 rcsetup.py:928(validate_cycler)
        1    0.000    0.000    0.004    0.004 _basic.py:1(<module>)
     2460    0.003    0.000    0.004    0.000 base64.py:34(_bytes_from_decode_data)
       27    0.002    0.000    0.004    0.000 enum.py:140(__new__)
        1    0.000    0.000    0.004    0.004 __init__.py:67(<module>)
       13    0.000    0.000    0.004    0.000 enum.py:638(_convert)
     1433    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
     9839    0.003    0.000    0.004    0.000 sre_parse.py:164(__getitem__)
      615    0.003    0.000    0.004    0.000 PngImagePlugin.py:408(chunk_IHDR)
     7976    0.002    0.000    0.004    0.000 sre_parse.py:254(get)
        2    0.000    0.000    0.004    0.002 _distributor_init.py:10(<module>)
     2460    0.004    0.000    0.004    0.000 type_check.py:279(iscomplexobj)
        1    0.000    0.000    0.004    0.004 ssl.py:91(<module>)
        1    0.000    0.000    0.004    0.004 fromnumeric.py:3(<module>)
      593    0.004    0.000    0.004    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       81    0.000    0.000    0.004    0.000 docstring.py:77(dedent_interpd)
        1    0.000    0.000    0.004    0.004 _root.py:7(<module>)
      615    0.001    0.000    0.004    0.000 Image.py:347(preinit)
        1    0.000    0.000    0.004    0.004 _runtime.py:1(<module>)
      169    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
        1    0.000    0.000    0.004    0.004 __init__.py:26(<module>)
       46    0.001    0.000    0.004    0.000 traceback.py:318(extract)
      428    0.000    0.000    0.004    0.000 rcsetup.py:360(validate_color)
       17    0.000    0.000    0.004    0.000 enum.py:394(_create_)
      676    0.001    0.000    0.004    0.000 <__array_function__ internals>:2(can_cast)
     1578    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _linprog.py:16(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:41(<module>)
        1    0.000    0.000    0.004    0.004 _ops.py:1(<module>)
       36    0.000    0.000    0.004    0.000 __init__.py:1338(_add_data_doc)
 1743/490    0.003    0.000    0.004    0.000 sre_parse.py:174(getwidth)
      286    0.001    0.000    0.004    0.000 overrides.py:72(verify_matching_signatures)
        4    0.000    0.000    0.004    0.001 linear.py:1(<module>)
        1    0.000    0.000    0.004    0.004 resolver.py:2(<module>)
     1218    0.001    0.000    0.004    0.000 <__array_function__ internals>:2(ndim)
     7122    0.004    0.000    0.004    0.000 {method 'split' of 'str' objects}
     2790    0.001    0.000    0.004    0.000 abc.py:137(__instancecheck__)
        1    0.000    0.000    0.004    0.004 interpolate.py:1(<module>)
    42858    0.004    0.000    0.004    0.000 {built-in method builtins.abs}
     1221    0.004    0.000    0.004    0.000 {built-in method numpy.arange}
     8208    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
     3564    0.002    0.000    0.003    0.000 syncdetect.py:32(_declare_synchronize)
        1    0.000    0.000    0.003    0.003 quantize.py:1(<module>)
      169    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
        1    0.000    0.000    0.003    0.003 context.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _parser.py:30(<module>)
      615    0.002    0.000    0.003    0.000 Image.py:442(_getencoder)
       32    0.000    0.000    0.003    0.000 doccer.py:222(decorate)
      169    0.003    0.000    0.003    0.000 {built-in method posix.listdir}
      426    0.000    0.000    0.003    0.000 colors.py:129(is_color_like)
     1198    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
      145    0.001    0.000    0.003    0.000 deprecation.py:168(deprecate)
        1    0.000    0.000    0.003    0.003 uarray.py:8(<module>)
       25    0.000    0.000    0.003    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.003    0.003 secrets.py:7(<module>)
     1650    0.002    0.000    0.003    0.000 inspect.py:484(unwrap)
      370    0.001    0.000    0.003    0.000 colors.py:197(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.003    0.003 config.py:638(_initialize)
     5753    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x55b5c0fc8240}
      624    0.001    0.000    0.003    0.000 inspect.py:2038(p)
        1    0.000    0.000    0.003    0.003 filters.py:31(<module>)
     1259    0.003    0.000    0.003    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.003    0.003 _policybase.py:4(<module>)
        3    0.000    0.000    0.003    0.001 _fft.py:1(<module>)
    13048    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      138    0.000    0.000    0.003    0.000 rcsetup.py:87(f)
        1    0.000    0.000    0.003    0.003 font_manager.py:1004(json_load)
     9814    0.003    0.000    0.003    0.000 sre_parse.py:233(__next)
        1    0.000    0.000    0.003    0.003 __init__.py:154(safe_load)
     1483    0.001    0.000    0.003    0.000 re.py:172(match)
        1    0.000    0.000    0.003    0.003 __init__.py:103(load)
        1    0.000    0.000    0.003    0.003 __init__.py:274(load)
        1    0.000    0.000    0.003    0.003 mathtext.py:2275(Parser)
        1    0.000    0.000    0.003    0.003 orb.py:1(<module>)
        1    0.000    0.000    0.003    0.003 defmatrix.py:1(<module>)
        1    0.000    0.000    0.003    0.003 constructor.py:47(get_single_data)
        4    0.000    0.000    0.003    0.001 __init__.py:299(loads)
        1    0.000    0.000    0.003    0.003 batchnorm.py:1(<module>)
        2    0.000    0.000    0.003    0.002 __init__.py:8(<module>)
        4    0.000    0.000    0.003    0.001 decoder.py:332(decode)
        1    0.000    0.000    0.003    0.003 _multivariate.py:4(<module>)
        4    0.001    0.000    0.003    0.001 decoder.py:343(raw_decode)
        1    0.000    0.000    0.003    0.003 __init__.py:113(<module>)
     1230    0.001    0.000    0.003    0.000 PngImagePlugin.py:137(_crc32)
        1    0.000    0.000    0.003    0.003 image.py:4(<module>)
     1230    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(may_share_memory)
        1    0.000    0.000    0.003    0.003 mathtext.py:2837(<lambda>)
        1    0.000    0.000    0.003    0.003 mathtext.py:2838(<listcomp>)
      465    0.001    0.000    0.003    0.000 deprecation.py:9(wrap)
       10    0.000    0.000    0.003    0.000 pyparsing.py:5120(__init__)
        1    0.000    0.000    0.003    0.003 ivp.py:1(<module>)
        2    0.000    0.000    0.003    0.001 function_base.py:1(<module>)
        2    0.000    0.000    0.003    0.001 _functions.py:1(<module>)
        1    0.000    0.000    0.003    0.003 composer.py:29(get_single_node)
     32/9    0.000    0.000    0.003    0.000 pyparsing.py:4466(leaveWhitespace)
      229    0.000    0.000    0.003    0.000 ast.py:30(parse)
        2    0.000    0.000    0.003    0.001 _backend.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:71(<module>)
      615    0.002    0.000    0.003    0.000 PngImagePlugin.py:344(__init__)
      615    0.001    0.000    0.003    0.000 PngImagePlugin.py:888(load_read)
      385    0.001    0.000    0.003    0.000 inspect.py:1799(_signature_bound_method)
     8973    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.003    0.003 defchararray.py:17(<module>)
        1    0.000    0.000    0.003    0.003 agent.py:6(<module>)
        1    0.000    0.000    0.003    0.003 composer.py:50(compose_document)
    65/39    0.000    0.000    0.003    0.000 pickle.py:852(save_dict)
     35/1    0.000    0.000    0.003    0.003 composer.py:63(compose_node)
        2    0.000    0.000    0.003    0.001 coo.py:1(<module>)
        1    0.000    0.000    0.003    0.003 iterative.py:1(<module>)
      7/1    0.000    0.000    0.003    0.003 composer.py:117(compose_mapping_node)
        1    0.000    0.000    0.003    0.003 reduction.py:10(<module>)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1901(parseString)
    29293    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
    12510    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
    25561    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.003    0.003 _pep440.py:5(<module>)
      410    0.000    0.000    0.003    0.000 pyparsing.py:1423(copy)
        1    0.000    0.000    0.003    0.003 _datasource.py:36(<module>)
    65/39    0.000    0.000    0.003    0.000 pickle.py:865(_batch_setitems)
     3690    0.003    0.000    0.003    0.000 {built-in method _struct.unpack_from}
      110    0.000    0.000    0.003    0.000 parser.py:94(check_event)
      239    0.000    0.000    0.003    0.000 rcsetup.py:353(validate_color_for_prop_cycle)
     1803    0.003    0.000    0.003    0.000 {built-in method numpy.frombuffer}
     1230    0.002    0.000    0.003    0.000 _ni_support.py:73(_get_output)
       64    0.000    0.000    0.003    0.000 rcsetup.py:106(<listcomp>)
      228    0.001    0.000    0.003    0.000 tokenize.py:459(tokenize)
       16    0.000    0.000    0.002    0.000 {built-in method builtins.eval}
        1    0.002    0.002    0.002    0.002 {built-in method posix.read}
        1    0.000    0.000    0.002    0.002 _orb_descriptor_positions.py:1(<module>)
     2396    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
        1    0.000    0.000    0.002    0.002 __init__.py:152(<module>)
      169    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
    16601    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 cli.py:3(<module>)
        1    0.000    0.000    0.002    0.002 npyio.py:791(loadtxt)
        1    0.000    0.000    0.002    0.002 JpegImagePlugin.py:34(<module>)
     2790    0.002    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
       21    0.000    0.000    0.002    0.000 traceback.py:87(print_exception)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
        1    0.002    0.002    0.002    0.002 {built-in method posix.fork}
        1    0.000    0.000    0.002    0.002 linalg.py:10(<module>)
     1589    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.002    0.002 socket.py:47(<module>)
        1    0.000    0.000    0.002    0.002 table.py:20(<module>)
        1    0.000    0.000    0.002    0.002 lapack.py:801(<module>)
      449    0.000    0.000    0.002    0.000 inspect.py:2843(replace)
      410    0.001    0.000    0.002    0.000 copy.py:66(copy)
      616    0.001    0.000    0.002    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.002    0.002 threading.py:1(<module>)
      272    0.000    0.000    0.002    0.000 traceback.py:282(line)
        1    0.000    0.000    0.002    0.002 _signatures.py:167(update_signature_registry)
   260/11    0.001    0.000    0.002    0.000 pyparsing.py:1647(_parseNoCache)
      382    0.002    0.000    0.002    0.000 {method 'copy' of 'dict' objects}
    63/11    0.000    0.000    0.002    0.000 pyparsing.py:4049(parseImpl)
     1241    0.001    0.000    0.002    0.000 __init__.py:1356(debug)
     4707    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:859(__exit__)
      615    0.002    0.000    0.002    0.000 Image.py:530(__init__)
    10752    0.001    0.000    0.002    0.000 mathtext.py:2839(<genexpr>)
        1    0.000    0.000    0.002    0.002 _pep440.py:285(Version)
        2    0.000    0.000    0.002    0.001 helper.py:1(<module>)
     1198    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
     1589    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
     56/9    0.000    0.000    0.002    0.000 pyparsing.py:3897(leaveWhitespace)
       54    0.000    0.000    0.002    0.000 deprecation.py:333(_delete_parameter)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3968(copy)
        1    0.000    0.000    0.002    0.002 PngImagePlugin.py:34(<module>)
      941    0.002    0.000    0.002    0.000 {method 'search' of 're.Pattern' objects}
     3594    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
      132    0.000    0.000    0.002    0.000 linecache.py:15(getline)
  132/119    0.000    0.000    0.002    0.000 typing.py:248(inner)
      260    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
        2    0.000    0.000    0.002    0.001 __init__.py:19(<module>)
       80    0.000    0.000    0.002    0.000 abc.py:125(__new__)
        1    0.000    0.000    0.002    0.002 shutil.py:5(<module>)
     3296    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:416(parent)
        2    0.000    0.000    0.002    0.001 distributed.py:1(<module>)
        4    0.000    0.000    0.002    0.001 _version.py:7(<module>)
       16    0.000    0.000    0.002    0.000 rcsetup.py:843(cycler)
      288    0.000    0.000    0.002    0.000 scanner.py:113(check_token)
        2    0.000    0.000    0.002    0.001 compressed.py:1(<module>)
        1    0.000    0.000    0.002    0.002 multiprocessing.py:1(<module>)
     1219    0.002    0.000    0.002    0.000 {method 'astype' of 'numpy.ndarray' objects}
     1230    0.002    0.000    0.002    0.000 Image.py:804(load)
        1    0.000    0.000    0.002    0.002 minpack.py:1(<module>)
       49    0.002    0.000    0.002    0.000 {built-in method builtins.dir}
     5535    0.002    0.000    0.002    0.000 {method 'read' of '_io.BytesIO' objects}
      132    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.002    0.002 util_hourglass.py:6(<module>)
      676    0.002    0.000    0.002    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1518(setParseAction)
     5792    0.001    0.000    0.002    0.000 inspect.py:2799(<genexpr>)
        1    0.002    0.002    0.002    0.002 {built-in method _posixsubprocess.fork_exec}
       25    0.000    0.000    0.002    0.000 pyparsing.py:1283(_trim_arity)
      618    0.001    0.000    0.002    0.000 font_manager.py:962(_json_decode)
        1    0.000    0.000    0.002    0.002 ElementTree.py:34(<module>)
     3038    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
      325    0.000    0.000    0.002    0.000 pickle.py:738(save_str)
        2    0.000    0.000    0.002    0.001 csr.py:1(<module>)
       18    0.000    0.000    0.002    0.000 rcsetup.py:437(validate_font_properties)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:119(parse)
       35    0.000    0.000    0.002    0.000 linecache.py:82(updatecache)
        1    0.000    0.000    0.002    0.002 default_mappings.py:2(<module>)
